target	context	f_tc	f_t	f_c	pmi
avion	ajouter	1.00	1930.00	6.00	0.073405
avion	hydrogène	1.00	1930.00	2.00	1.172017
avion	enlever	2.00	1930.00	5.00	0.948873
avion	combat	2.00	1930.00	4.00	1.172017
avion	membrane	1.00	1930.00	1.00	1.865164
avion	commune	1.00	1930.00	1.00	1.865164
avion	exploitation	1.00	1930.00	1.00	1.865164
avion	moitié	1.00	1930.00	6.00	0.073405
avion	futur	4.00	1930.00	6.00	1.459699
avion	Equateur	1.00	1930.00	1.00	1.865164
avion	guerre	3.00	1930.00	6.00	1.172017
avion	bord	9.00	1930.00	14.00	1.423331
avion	vidéo	4.00	1930.00	16.00	0.478870
avion	océan	1.00	1930.00	3.00	0.766552
avion	insouciant	1.00	1930.00	1.00	1.865164
avion	transiter	1.00	1930.00	1.00	1.865164
avion	central	1.00	1930.00	5.00	0.255726
avion	hangar	2.00	1930.00	2.00	1.865164
avion	combinaison	1.00	1930.00	2.00	1.172017
avion	plume	1.00	1930.00	2.00	1.172017
avion	homme	2.00	1930.00	23.00	-0.577183
avion	coordonnées	1.00	1930.00	1.00	1.865164
avion	petit	9.00	1930.00	44.00	0.278199
avion	cheveu	1.00	1930.00	5.00	0.255726
avion	essayer	7.00	1930.00	23.00	0.675580
avion	vole	1.00	1930.00	1.00	1.865164
avion	établir	1.00	1930.00	1.00	1.865164
avion	celui-là	1.00	1930.00	2.00	1.172017
avion	situation	1.00	1930.00	2.00	1.172017
avion	affréter	1.00	1930.00	1.00	1.865164
avion	aide	1.00	1930.00	4.00	0.478870
avion	identité	1.00	1930.00	3.00	0.766552
avion	concevoir	4.00	1930.00	15.00	0.543408
avion	déposer	1.00	1930.00	1.00	1.865164
avion	civiliser	1.00	1930.00	2.00	1.172017
avion	désastre	1.00	1930.00	1.00	1.865164
avion	mesure	1.00	1930.00	3.00	0.766552
avion	chercher	2.00	1930.00	6.00	0.766552
avion	camion	2.00	1930.00	12.00	0.073405
avion	contenir	1.00	1930.00	4.00	0.478870
avion	piloter	3.00	1930.00	5.00	1.354338
avion	douzaine	1.00	1930.00	2.00	1.172017
avion	atterir	1.00	1930.00	1.00	1.865164
avion	repas	2.00	1930.00	3.00	1.459699
avion	langue	1.00	1930.00	6.00	0.073405
avion	laboratoire	1.00	1930.00	2.00	1.172017
avion	tête	3.00	1930.00	7.00	1.017866
avion	taux	1.00	1930.00	2.00	1.172017
avion	risque	1.00	1930.00	2.00	1.172017
avion	aller-retours	1.00	1930.00	2.00	1.172017
avion	truc	1.00	1930.00	8.00	-0.214278
avion	éviter	2.00	1930.00	8.00	0.478870
avion	femme	1.00	1930.00	17.00	-0.968049
avion	gratuit	1.00	1930.00	1.00	1.865164
avion	article	1.00	1930.00	2.00	1.172017
avion	refaire	1.00	1930.00	2.00	1.172017
avion	réaction	3.00	1930.00	4.00	1.577482
avion	ligne	3.00	1930.00	9.00	0.766552
avion	genre	1.00	1930.00	14.00	-0.773893
avion	cockpit	1.00	1930.00	1.00	1.865164
avion	fruit	1.00	1930.00	1.00	1.865164
avion	poids	1.00	1930.00	4.00	0.478870
avion	commande	1.00	1930.00	1.00	1.865164
avion	intense	1.00	1930.00	1.00	1.865164
avion	terroriste	1.00	1930.00	1.00	1.865164
avion	bas	2.00	1930.00	3.00	1.459699
avion	géant	2.00	1930.00	5.00	0.948873
avion	remplir	1.00	1930.00	4.00	0.478870
avion	pointer	3.00	1930.00	3.00	1.865164
avion	tonne	3.00	1930.00	7.00	1.017866
avion	palonnier	1.00	1930.00	1.00	1.865164
avion	cabine	2.00	1930.00	2.00	1.865164
avion	scène	1.00	1930.00	3.00	0.766552
avion	prêter	1.00	1930.00	3.00	0.766552
avion	façon	3.00	1930.00	12.00	0.478870
avion	anneau	1.00	1930.00	3.00	0.766552
avion	acheter	2.00	1930.00	24.00	-0.619743
avion	présent	1.00	1930.00	6.00	0.073405
avion	vérifier	3.00	1930.00	4.00	1.577482
avion	erreur	1.00	1930.00	2.00	1.172017
avion	sirène	1.00	1930.00	1.00	1.865164
avion	apprennant	1.00	1930.00	1.00	1.865164
avion	retourner	1.00	1930.00	2.00	1.172017
avion	bon	2.00	1930.00	24.00	-0.619743
avion	compétition	1.00	1930.00	2.00	1.172017
avion	face	2.00	1930.00	7.00	0.612401
avion	apporter	1.00	1930.00	3.00	0.766552
avion	dos	1.00	1930.00	4.00	0.478870
avion	autre	8.00	1930.00	66.00	-0.245049
avion	aborigène	1.00	1930.00	1.00	1.865164
avion	connecter	2.00	1930.00	9.00	0.361087
avion	gens	8.00	1930.00	39.00	0.281044
avion	question	3.00	1930.00	8.00	0.884335
avion	fauteuil	2.00	1930.00	3.00	1.459699
avion	dernier	7.00	1930.00	23.00	0.675580
avion	fils	1.00	1930.00	4.00	0.478870
avion	dépenser	3.00	1930.00	4.00	1.577482
avion	Matt	1.00	1930.00	1.00	1.865164
avion	bombe	2.00	1930.00	3.00	1.459699
avion	type	3.00	1930.00	15.00	0.255726
avion	carte	1.00	1930.00	4.00	0.478870
avion	continuer	1.00	1930.00	4.00	0.478870
avion	centimètre	1.00	1930.00	1.00	1.865164
avion	parvenir	1.00	1930.00	2.00	1.172017
avion	accès	1.00	1930.00	1.00	1.865164
avion	trek	1.00	1930.00	1.00	1.865164
avion	démarrer	2.00	1930.00	4.00	1.172017
avion	expliquer	1.00	1930.00	2.00	1.172017
avion	verre	1.00	1930.00	4.00	0.478870
avion	famille	2.00	1930.00	9.00	0.361087
avion	nom	1.00	1930.00	7.00	-0.080746
avion	descente	1.00	1930.00	1.00	1.865164
avion	impressionant	1.00	1930.00	1.00	1.865164
avion	planter	2.00	1930.00	4.00	1.172017
avion	moteur	5.00	1930.00	19.00	0.530163
avion	propre	3.00	1930.00	19.00	0.019337
avion	chameau	1.00	1930.00	5.00	0.255726
avion	propulsion	1.00	1930.00	2.00	1.172017
avion	particulier	2.00	1930.00	6.00	0.766552
avion	indigène	1.00	1930.00	1.00	1.865164
avion	centaine	1.00	1930.00	6.00	0.073405
avion	frère	2.00	1930.00	5.00	0.948873
avion	chef	1.00	1930.00	4.00	0.478870
avion	tour	2.00	1930.00	8.00	0.478870
avion	énorme	1.00	1930.00	5.00	0.255726
avion	modernisation	1.00	1930.00	1.00	1.865164
avion	cosse	2.00	1930.00	2.00	1.865164
avion	partir	5.00	1930.00	13.00	0.909653
avion	airbus	1.00	1930.00	1.00	1.865164
avion	rapprocher	3.00	1930.00	4.00	1.577482
avion	vélo	1.00	1930.00	15.00	-0.842886
avion	carburant	5.00	1930.00	7.00	1.528692
avion	urgence	1.00	1930.00	1.00	1.865164
avion	hui	1.00	1930.00	14.00	-0.773893
avion	pingouin	1.00	1930.00	2.00	1.172017
avion	rien	1.00	1930.00	2.00	1.172017
avion	arrêter	2.00	1930.00	19.00	-0.386128
avion	tendance	1.00	1930.00	4.00	0.478870
avion	décoller	5.00	1930.00	6.00	1.682842
avion	ministre	1.00	1930.00	2.00	1.172017
avion	soir	1.00	1930.00	3.00	0.766552
avion	attérir	1.00	1930.00	1.00	1.865164
avion	capitaine	1.00	1930.00	1.00	1.865164
avion	pilote	9.00	1930.00	16.00	1.289800
avion	léger	1.00	1930.00	6.00	0.073405
avion	attendre	1.00	1930.00	13.00	-0.699785
avion	sorte	1.00	1930.00	16.00	-0.907425
avion	recherche	2.00	1930.00	8.00	0.478870
avion	gonfler	1.00	1930.00	2.00	1.172017
avion	reculer	1.00	1930.00	2.00	1.172017
avion	puce	1.00	1930.00	4.00	0.478870
avion	statistique	1.00	1930.00	1.00	1.865164
avion	bombardier	1.00	1930.00	1.00	1.865164
avion	spécialiste	1.00	1930.00	1.00	1.865164
avion	coincer	1.00	1930.00	2.00	1.172017
avion	abord	1.00	1930.00	5.00	0.255726
avion	droit	2.00	1930.00	6.00	0.766552
avion	diversité	1.00	1930.00	2.00	1.172017
avion	provenir	2.00	1930.00	4.00	1.172017
avion	rentrer	1.00	1930.00	8.00	-0.214278
avion	Sud	1.00	1930.00	5.00	0.255726
avion	manœuvrer	1.00	1930.00	1.00	1.865164
avion	métabolisme	1.00	1930.00	1.00	1.865164
avion	chose	13.00	1930.00	60.00	0.335769
avion	prélever	1.00	1930.00	1.00	1.865164
avion	soleil	1.00	1930.00	2.00	1.172017
avion	concurrent	1.00	1930.00	1.00	1.865164
avion	endroit	5.00	1930.00	21.00	0.430079
avion	essai	1.00	1930.00	2.00	1.172017
avion	besoin	1.00	1930.00	19.00	-1.079275
avion	rassembler	1.00	1930.00	4.00	0.478870
avion	Internet	1.00	1930.00	6.00	0.073405
avion	transporter	2.00	1930.00	5.00	0.948873
avion	T	1.00	1930.00	1.00	1.865164
avion	rencontrer	3.00	1930.00	6.00	1.172017
avion	mission	1.00	1930.00	1.00	1.865164
avion	s	1.00	1930.00	1.00	1.865164
avion	urgentistes	1.00	1930.00	1.00	1.865164
avion	débarrasser	1.00	1930.00	1.00	1.865164
avion	vitesse	2.00	1930.00	13.00	-0.006638
avion	base	1.00	1930.00	4.00	0.478870
avion	semaine	1.00	1930.00	11.00	-0.532731
avion	envers	1.00	1930.00	1.00	1.865164
avion	vision	2.00	1930.00	4.00	1.172017
avion	parler	8.00	1930.00	32.00	0.478870
avion	soirée	1.00	1930.00	3.00	0.766552
avion	équipe	2.00	1930.00	4.00	1.172017
avion	radio-controlées	1.00	1930.00	1.00	1.865164
avion	attaque	2.00	1930.00	3.00	1.459699
avion	voler	16.00	1930.00	43.00	0.876553
avion	pompier	1.00	1930.00	1.00	1.865164
avion	voie	1.00	1930.00	7.00	-0.080746
avion	plâtre	1.00	1930.00	1.00	1.865164
avion	important	2.00	1930.00	19.00	-0.386128
avion	lancer	2.00	1930.00	11.00	0.160416
avion	replier	1.00	1930.00	1.00	1.865164
avion	fatal	1.00	1930.00	1.00	1.865164
avion	rester	2.00	1930.00	10.00	0.255726
avion	programmer	1.00	1930.00	1.00	1.865164
avion	faire	31.00	1930.00	191.00	0.046878
avion	projecteur	1.00	1930.00	1.00	1.865164
avion	passer	8.00	1930.00	47.00	0.094458
avion	objectif	1.00	1930.00	1.00	1.865164
avion	atterrir	5.00	1930.00	6.00	1.682842
avion	disponible	1.00	1930.00	7.00	-0.080746
avion	rapport	2.00	1930.00	11.00	0.160416
avion	écrouler	1.00	1930.00	2.00	1.172017
avion	horizon	1.00	1930.00	1.00	1.865164
avion	porte	1.00	1930.00	3.00	0.766552
avion	flanc	1.00	1930.00	1.00	1.865164
avion	lier	1.00	1930.00	2.00	1.172017
avion	propos	2.00	1930.00	4.00	1.172017
avion	conception	2.00	1930.00	5.00	0.948873
avion	suspension	1.00	1930.00	1.00	1.865164
avion	volcan	3.00	1930.00	3.00	1.865164
avion	sélection	1.00	1930.00	1.00	1.865164
avion	gardes-côtes	1.00	1930.00	1.00	1.865164
avion	manche	1.00	1930.00	1.00	1.865164
avion	flotte	1.00	1930.00	1.00	1.865164
avion	roue	1.00	1930.00	6.00	0.073405
avion	réfléchir	2.00	1930.00	3.00	1.459699
avion	toile	2.00	1930.00	2.00	1.865164
avion	leçon	1.00	1930.00	1.00	1.865164
avion	fonctionner	3.00	1930.00	9.00	0.766552
avion	ramener	1.00	1930.00	7.00	-0.080746
avion	défendre	1.00	1930.00	1.00	1.865164
avion	marcher	6.00	1930.00	19.00	0.712485
avion	déterminer	1.00	1930.00	1.00	1.865164
avion	lumière	2.00	1930.00	7.00	0.612401
avion	expédier	1.00	1930.00	1.00	1.865164
avion	malaga	1.00	1930.00	1.00	1.865164
avion	potentiel	1.00	1930.00	1.00	1.865164
avion	DC8	1.00	1930.00	1.00	1.865164
avion	ville	1.00	1930.00	22.00	-1.225878
avion	vol	7.00	1930.00	14.00	1.172017
avion	diner	2.00	1930.00	2.00	1.865164
avion	sembler	1.00	1930.00	7.00	-0.080746
avion	irréel	1.00	1930.00	1.00	1.865164
avion	intérieur	7.00	1930.00	15.00	1.103024
avion	merveilleux	1.00	1930.00	1.00	1.865164
avion	écran	1.00	1930.00	1.00	1.865164
avion	vétéran	1.00	1930.00	1.00	1.865164
avion	matériel	1.00	1930.00	5.00	0.255726
avion	énergie	9.00	1930.00	16.00	1.289800
avion	escorter	1.00	1930.00	1.00	1.865164
avion	étape	1.00	1930.00	1.00	1.865164
avion	éléments-clés	1.00	1930.00	1.00	1.865164
avion	surface	1.00	1930.00	5.00	0.255726
avion	placer	1.00	1930.00	4.00	0.478870
avion	autonome	2.00	1930.00	12.00	0.073405
avion	ciel	5.00	1930.00	9.00	1.277377
avion	énergétique	1.00	1930.00	2.00	1.172017
avion	garage	2.00	1930.00	4.00	1.172017
avion	arrière	1.00	1930.00	8.00	-0.214278
avion	nonchalance	1.00	1930.00	1.00	1.865164
avion	voyager	2.00	1930.00	4.00	1.172017
avion	statique	1.00	1930.00	1.00	1.865164
avion	croire	2.00	1930.00	8.00	0.478870
avion	terrestre	2.00	1930.00	2.00	1.865164
avion	aérien	2.00	1930.00	3.00	1.459699
avion	tousser	1.00	1930.00	1.00	1.865164
avion	eau	2.00	1930.00	11.00	0.160416
avion	valoir	1.00	1930.00	2.00	1.172017
avion	présenter	2.00	1930.00	5.00	0.948873
avion	balancer	1.00	1930.00	1.00	1.865164
avion	succès	1.00	1930.00	2.00	1.172017
avion	avancer	2.00	1930.00	4.00	1.172017
avion	véritable	2.00	1930.00	4.00	1.172017
avion	taire	1.00	1930.00	1.00	1.865164
avion	sortir	3.00	1930.00	22.00	-0.127266
avion	dixième	1.00	1930.00	1.00	1.865164
avion	super	1.00	1930.00	5.00	0.255726
avion	queue	4.00	1930.00	11.00	0.853563
avion	partie	1.00	1930.00	9.00	-0.332061
avion	conscience	1.00	1930.00	1.00	1.865164
avion	microbe	1.00	1930.00	1.00	1.865164
avion	fond	1.00	1930.00	1.00	1.865164
avion	physique	1.00	1930.00	2.00	1.172017
avion	amorcer	1.00	1930.00	1.00	1.865164
avion	film	2.00	1930.00	12.00	0.073405
avion	absent	1.00	1930.00	1.00	1.865164
avion	piste	2.00	1930.00	5.00	0.948873
avion	pareil	2.00	1930.00	3.00	1.459699
avion	toux	1.00	1930.00	1.00	1.865164
avion	limite	1.00	1930.00	4.00	0.478870
avion	signe	1.00	1930.00	1.00	1.865164
avion	gamme	1.00	1930.00	2.00	1.172017
avion	ami	2.00	1930.00	12.00	0.073405
avion	supersonique	1.00	1930.00	1.00	1.865164
avion	tuer	3.00	1930.00	23.00	-0.171718
avion	moyen-orientaux	1.00	1930.00	1.00	1.865164
avion	déployer	1.00	1930.00	2.00	1.172017
avion	améliorer	1.00	1930.00	3.00	0.766552
avion	saut	1.00	1930.00	1.00	1.865164
avion	observation	1.00	1930.00	4.00	0.478870
avion	flotter	1.00	1930.00	1.00	1.865164
avion	génocide	1.00	1930.00	1.00	1.865164
avion	tradition	1.00	1930.00	1.00	1.865164
avion	dépressuriser	1.00	1930.00	1.00	1.865164
avion	contrôler	1.00	1930.00	2.00	1.172017
avion	air	5.00	1930.00	17.00	0.641389
avion	totalité	1.00	1930.00	2.00	1.172017
avion	guillemet	1.00	1930.00	1.00	1.865164
avion	futuriste	1.00	1930.00	1.00	1.865164
avion	intéresser	2.00	1930.00	5.00	0.948873
avion	pneu	1.00	1930.00	4.00	0.478870
avion	représenter	1.00	1930.00	8.00	-0.214278
avion	horaire	1.00	1930.00	1.00	1.865164
avion	aller	20.00	1930.00	120.00	0.073405
avion	maman	1.00	1930.00	3.00	0.766552
avion	imaginaire	1.00	1930.00	1.00	1.865164
avion	colibri	1.00	1930.00	3.00	0.766552
avion	projet	3.00	1930.00	10.00	0.661191
avion	pére	1.00	1930.00	1.00	1.865164
avion	chétif	1.00	1930.00	1.00	1.865164
avion	moyen	2.00	1930.00	13.00	-0.006638
avion	obséder	1.00	1930.00	1.00	1.865164
avion	kilo	1.00	1930.00	5.00	0.255726
avion	compagnie	1.00	1930.00	7.00	-0.080746
avion	hurlement	1.00	1930.00	1.00	1.865164
avion	noir	1.00	1930.00	8.00	-0.214278
avion	un	5.00	1930.00	19.00	0.530163
avion	surprise	1.00	1930.00	2.00	1.172017
avion	attente	1.00	1930.00	1.00	1.865164
avion	autoroute	2.00	1930.00	6.00	0.766552
avion	exclusion	1.00	1930.00	1.00	1.865164
avion	conférence	1.00	1930.00	2.00	1.172017
avion	copilote	1.00	1930.00	1.00	1.865164
avion	traversée	1.00	1930.00	2.00	1.172017
avion	structure	1.00	1930.00	3.00	0.766552
avion	répondre	1.00	1930.00	2.00	1.172017
avion	chaussure	2.00	1930.00	5.00	0.948873
avion	réaliste	1.00	1930.00	3.00	0.766552
avion	peuple	1.00	1930.00	3.00	0.766552
avion	Norden	1.00	1930.00	2.00	1.172017
avion	rame	1.00	1930.00	1.00	1.865164
avion	retransmettre	2.00	1930.00	2.00	1.865164
avion	procéder	1.00	1930.00	2.00	1.172017
avion	ballon	1.00	1930.00	3.00	0.766552
avion	ère	1.00	1930.00	4.00	0.478870
avion	rappeler	2.00	1930.00	4.00	1.172017
avion	devoir	8.00	1930.00	58.00	-0.115837
avion	sobre	2.00	1930.00	3.00	1.459699
avion	gâcher	1.00	1930.00	1.00	1.865164
avion	apesanteur	1.00	1930.00	1.00	1.865164
avion	temps-ci	1.00	1930.00	1.00	1.865164
avion	justice	1.00	1930.00	2.00	1.172017
avion	siège	7.00	1930.00	9.00	1.613850
avion	drones	1.00	1930.00	1.00	1.865164
avion	amuser	1.00	1930.00	1.00	1.865164
avion	incendiaire	1.00	1930.00	1.00	1.865164
avion	cigarette	1.00	1930.00	1.00	1.865164
avion	photographier	2.00	1930.00	2.00	1.865164
avion	constituer	1.00	1930.00	2.00	1.172017
avion	foncer	1.00	1930.00	3.00	0.766552
avion	décoration	1.00	1930.00	1.00	1.865164
avion	dette	1.00	1930.00	1.00	1.865164
avion	glacé	1.00	1930.00	1.00	1.865164
chrétien	garantir	1.00	280.00	2.00	3.102503
chrétien	credo	1.00	280.00	1.00	3.795650
chrétien	chrétien	4.00	280.00	4.00	3.795650
chrétien	pouvoir	2.00	280.00	199.00	-0.804508
chrétien	aveugler	1.00	280.00	1.00	3.795650
chrétien	porter	1.00	280.00	10.00	1.493065
chrétien	écrire	2.00	280.00	12.00	2.003890
chrétien	laisser	1.00	280.00	9.00	1.598425
chrétien	base	1.00	280.00	4.00	2.409355
chrétien	devenir	1.00	280.00	24.00	0.617596
chrétien	semaine	1.00	280.00	11.00	1.397754
chrétien	religieux	1.00	280.00	5.00	2.186212
chrétien	parler	1.00	280.00	32.00	0.329914
chrétien	dessinateur	1.00	280.00	1.00	3.795650
chrétien	distinction	1.00	280.00	1.00	3.795650
chrétien	cingler	2.00	280.00	2.00	3.795650
chrétien	pratique	1.00	280.00	9.00	1.598425
chrétien	majorité	1.00	280.00	1.00	3.795650
chrétien	dirent-elles	1.00	280.00	1.00	3.795650
chrétien	animiste	1.00	280.00	1.00	3.795650
chrétien	important	1.00	280.00	19.00	0.851211
chrétien	week-end	1.00	280.00	2.00	3.102503
chrétien	non-musulmanes	1.00	280.00	1.00	3.795650
chrétien	reconnaître	1.00	280.00	2.00	3.102503
chrétien	non-musulmans	1.00	280.00	1.00	3.795650
chrétien	vouloir	2.00	280.00	56.00	0.463445
chrétien	pendre	1.00	280.00	3.00	2.697037
chrétien	banqueroute	1.00	280.00	1.00	3.795650
chrétien	fait	2.00	280.00	12.00	2.003890
chrétien	faire	2.00	280.00	191.00	-0.763477
chrétien	grâce	1.00	280.00	7.00	1.849740
chrétien	raconter	1.00	280.00	3.00	2.697037
chrétien	seigneur	1.00	280.00	1.00	3.795650
chrétien	même	1.00	280.00	27.00	0.499813
chrétien	riche	1.00	280.00	1.00	3.795650
chrétien	conservateur	1.00	280.00	1.00	3.795650
chrétien	fervent	1.00	280.00	1.00	3.795650
chrétien	hassidique	1.00	280.00	1.00	3.795650
chrétien	athée	1.00	280.00	1.00	3.795650
chrétien	valeur	2.00	280.00	4.00	3.102503
chrétien	vivant	1.00	280.00	6.00	2.003890
chrétien	gammée	1.00	280.00	1.00	3.795650
chrétien	iranien	1.00	280.00	1.00	3.795650
chrétien	militant	1.00	280.00	1.00	3.795650
chrétien	église	1.00	280.00	2.00	3.102503
chrétien	enfant	2.00	280.00	17.00	1.655584
chrétien	appeler	2.00	280.00	21.00	1.444274
chrétien	scientifique	1.00	280.00	4.00	2.409355
chrétien	glorifier	1.00	280.00	1.00	3.795650
chrétien	pro-gouvernement	1.00	280.00	1.00	3.795650
chrétien	économique	1.00	280.00	3.00	2.697037
chrétien	petit	1.00	280.00	44.00	0.011460
chrétien	pays	5.00	280.00	27.00	2.109251
chrétien	modifier	1.00	280.00	2.00	3.102503
chrétien	organiser	1.00	280.00	4.00	2.409355
chrétien	Iraniens	1.00	280.00	1.00	3.795650
chrétien	Nord	1.00	280.00	6.00	2.003890
chrétien	avoir	15.00	280.00	749.00	-0.115039
chrétien	bible	2.00	280.00	2.00	3.795650
chrétien	catholique	1.00	280.00	2.00	3.102503
chrétien	inconnaissable	1.00	280.00	1.00	3.795650
chrétien	sûr	1.00	280.00	18.00	0.905278
chrétien	écossais	1.00	280.00	1.00	3.795650
chrétien	pré-Colombiennes	1.00	280.00	1.00	3.795650
chrétien	soumettre	1.00	280.00	1.00	3.795650
chrétien	familier	1.00	280.00	5.00	2.186212
chrétien	vie	1.00	280.00	21.00	0.751127
chrétien	prier	1.00	280.00	1.00	3.795650
chrétien	femme	2.00	280.00	17.00	1.655584
chrétien	voir	1.00	280.00	96.00	-0.768699
chrétien	fusion	1.00	280.00	1.00	3.795650
chrétien	demander	1.00	280.00	15.00	1.087599
chrétien	Dieu	1.00	280.00	4.00	2.409355
chrétien	intelligent	1.00	280.00	4.00	2.409355
chrétien	mariage	2.00	280.00	2.00	3.795650
chrétien	politique	1.00	280.00	2.00	3.102503
chrétien	âme	2.00	280.00	2.00	3.795650
chrétien	survivre	1.00	280.00	2.00	3.102503
chrétien	parti	1.00	280.00	2.00	3.102503
chrétien	croyant	2.00	280.00	2.00	3.795650
chrétien	anglophone	1.00	280.00	1.00	3.795650
chrétien	grand	1.00	280.00	38.00	0.158064
chrétien	baptiser	1.00	280.00	1.00	3.795650
chrétien	juger	1.00	280.00	1.00	3.795650
chrétien	diminuer	1.00	280.00	4.00	2.409355
chrétien	promotion	1.00	280.00	1.00	3.795650
chrétien	sentir	1.00	280.00	12.00	1.310743
chrétien	rejoindre	1.00	280.00	1.00	3.795650
chrétien	pardon	1.00	280.00	1.00	3.795650
chrétien	Amish	1.00	280.00	2.00	3.102503
chrétien	croix	3.00	280.00	3.00	3.795650
chrétien	croire	1.00	280.00	8.00	1.716208
chrétien	périr	1.00	280.00	1.00	3.795650
chrétien	mot	2.00	280.00	9.00	2.291572
chrétien	oriental	1.00	280.00	1.00	3.795650
chrétien	autre	2.00	280.00	66.00	0.299142
chrétien	nouveau	1.00	280.00	32.00	0.329914
chrétien	sauver	2.00	280.00	11.00	2.090902
chrétien	venir	1.00	280.00	59.00	-0.281888
chrétien	rouge	2.00	280.00	12.00	2.003890
chrétien	bon	2.00	280.00	24.00	1.310743
chrétien	ressentir	2.00	280.00	3.00	3.390185
chrétien	comparer	1.00	280.00	3.00	2.697037
chrétien	partie	1.00	280.00	9.00	1.598425
chrétien	britannique	1.00	280.00	1.00	3.795650
chrétien	unir	1.00	280.00	1.00	3.795650
chrétien	rabbi	1.00	280.00	1.00	3.795650
chrétien	anti-gouvernement	1.00	280.00	1.00	3.795650
chrétien	ennemi	1.00	280.00	3.00	2.697037
chrétien	concentrer	1.00	280.00	3.00	2.697037
chrétien	humain	1.00	280.00	18.00	0.905278
chrétien	magnifique	1.00	280.00	4.00	2.409355
chrétien	cesse	2.00	280.00	2.00	3.795650
chrétien	réunir	1.00	280.00	3.00	2.697037
chrétien	tuer	1.00	280.00	23.00	0.660155
chrétien	mâle	1.00	280.00	2.00	3.102503
chrétien	frère	1.00	280.00	5.00	2.186212
chrétien	être	30.00	280.00	822.00	0.485107
chrétien	travailler	1.00	280.00	8.00	1.716208
chrétien	idée	2.00	280.00	13.00	1.923848
chrétien	incroyable	1.00	280.00	6.00	2.003890
chrétien	communauté	3.00	280.00	6.00	3.102503
chrétien	or	1.00	280.00	4.00	2.409355
chrétien	moral	1.00	280.00	1.00	3.795650
chrétien	importance	1.00	280.00	2.00	3.102503
chrétien	prétendre	1.00	280.00	3.00	2.697037
chrétien	parlement	1.00	280.00	2.00	3.102503
chrétien	sœur	2.00	280.00	6.00	2.697037
chrétien	instruire	1.00	280.00	1.00	3.795650
chrétien	chef	1.00	280.00	4.00	2.409355
chrétien	efficace	1.00	280.00	9.00	1.598425
chrétien	musique	1.00	280.00	3.00	2.697037
chrétien	tribu	2.00	280.00	3.00	3.390185
chrétien	juif	7.00	280.00	13.00	3.176610
chrétien	publier	1.00	280.00	2.00	3.102503
chrétien	infini	1.00	280.00	2.00	3.102503
chrétien	aller	1.00	280.00	120.00	-0.991842
chrétien	musulman	14.00	280.00	33.00	2.938199
chrétien	père	1.00	280.00	6.00	2.003890
chrétien	moyen	2.00	280.00	13.00	1.923848
chrétien	septs	1.00	280.00	1.00	3.795650
chrétien	balle	1.00	280.00	4.00	2.409355
chrétien	vivre	1.00	280.00	19.00	0.851211
chrétien	évangélique	3.00	280.00	3.00	3.795650
chrétien	principe	1.00	280.00	3.00	2.697037
chrétien	un	1.00	280.00	19.00	0.851211
chrétien	sentiment	1.00	280.00	2.00	3.102503
chrétien	monde	1.00	280.00	64.00	-0.363233
chrétien	groupe	4.00	280.00	9.00	2.984719
chrétien	place	1.00	280.00	7.00	1.849740
chrétien	observer	1.00	280.00	8.00	1.716208
chrétien	revenu	3.00	280.00	4.00	3.507968
chrétien	connaître	1.00	280.00	11.00	1.397754
chrétien	dire	3.00	280.00	99.00	0.299142
chrétien	ronger	1.00	280.00	1.00	3.795650
chrétien	protéger	1.00	280.00	5.00	2.186212
chrétien	Norden	1.00	280.00	2.00	3.102503
